client_id,target
test_Client_0,0.05439645683054616
test_Client_1,0.0850429334626837
test_Client_10,0.05510758885335458
test_Client_100,0.03541408274601196
test_Client_1000,0.04384138285324827
test_Client_10000,0.053433183628654804
test_Client_10001,0.055735019398694165
test_Client_10002,0.060024982089910375
test_Client_10003,0.054074077243892196
test_Client_10004,0.06013786178189201
test_Client_10005,0.05387285586357305
test_Client_10006,0.04396091351137678
test_Client_10007,0.0611578284453801
test_Client_10008,0.04347579223819188
test_Client_10009,0.06030605096110231
test_Client_1001,0.0541370563415702
test_Client_10010,0.06565561629730905
test_Client_10011,0.037300782147681864
test_Client_10012,0.043370190466414986
test_Client_10013,0.037391621257030404
test_Client_10014,0.06606921098981715
test_Client_10015,0.05959792296932313
test_Client_10016,0.06371947932103414
test_Client_10017,0.03720573592833687
test_Client_10018,0.043370190466414986
test_Client_10019,0.06414051129343398
test_Client_1002,0.03696963977660612
test_Client_10020,0.054978168189938274
test_Client_10021,0.060691666279747494
test_Client_10022,0.03894028278150072
test_Client_10023,0.06587012370734985
test_Client_10024,0.03713901913584132
test_Client_10025,0.058118107710058944
test_Client_10026,0.06590464422173313
test_Client_10027,0.05866340317865525
test_Client_10028,0.060612123392088615
test_Client_10029,0.05959792296932313
test_Client_1003,0.03825323574110435
test_Client_10030,0.047781412250523625
test_Client_10031,0.05717314332550751
test_Client_10032,0.04121185109855647
test_Client_10033,0.06029015983183749
test_Client_10034,0.04077014869287066
test_Client_10035,0.05915572807652155
test_Client_10036,0.059755740137720684
test_Client_10037,0.058283607322328165
test_Client_10038,0.04846093071092412
test_Client_10039,0.05762478645820168
test_Client_1004,0.0610989846443373
test_Client_10040,0.031006050661518538
test_Client_10041,0.07619875450134557
test_Client_10042,0.05819256505687965
test_Client_10043,0.055076288218239663
test_Client_10044,0.05789982010221507
test_Client_10045,0.039593668499888386
test_Client_10046,0.059135499218642626
test_Client_10047,0.076377493365654
test_Client_10048,0.03997382081896043
test_Client_10049,0.06831081210807462
test_Client_1005,0.04785377410377842
test_Client_10050,0.032868137651918795
test_Client_10051,0.06116578125785025
test_Client_10052,0.05187495828402374
test_Client_10053,0.06568757973106844
test_Client_10054,0.05616009391555465
test_Client_10055,0.052691721487645025
test_Client_10056,0.082748291982542
test_Client_10057,0.04069022585694522
test_Client_10058,0.05254049507651422
test_Client_10059,0.08513037873989429
test_Client_1006,0.06112165973625207
test_Client_10060,0.08479559248045443
test_Client_10061,0.06620991798319173
test_Client_10062,0.06042317006440998
test_Client_10063,0.06356486178768413
test_Client_10064,0.04490135792132664
test_Client_10065,0.04447466248871525
test_Client_10066,0.061562536956566244
test_Client_10067,0.04391757436039773
test_Client_10068,0.059577438724154275
test_Client_10069,0.047036485202074
test_Client_1007,0.061656219371016084
test_Client_10070,0.08423950213449925
test_Client_10071,0.0338151944310704
test_Client_10072,0.060037862346417385
test_Client_10073,0.02840474847962485
test_Client_10074,0.03812754556731767
test_Client_10075,0.06000312227706705
test_Client_10076,0.06011349856223636
test_Client_10077,0.044353796212218896
test_Client_10078,0.052483592733092305
test_Client_10079,0.06029184465799691
test_Client_1008,0.055768508132373724
