client_id,target
test_Client_0,0.0549390455433441
test_Client_1,0.06701170560203419
test_Client_10,0.055022886489230254
test_Client_100,0.042529710390661404
test_Client_1000,0.05260442775220322
test_Client_10000,0.054595978506889256
test_Client_10001,0.0554027427458871
test_Client_10002,0.06142641194792505
test_Client_10003,0.05462587457483256
test_Client_10004,0.061344043160734024
test_Client_10005,0.054622395082172814
test_Client_10006,0.0526127714556153
test_Client_10007,0.061567938528407966
test_Client_10008,0.05260442775220322
test_Client_10009,0.061737448025065145
test_Client_1001,0.05466824502439978
test_Client_10010,0.06167887186289205
test_Client_10011,0.04273744065034679
test_Client_10012,0.05254934418371885
test_Client_10013,0.04271676433328013
test_Client_10014,0.061465492803437334
test_Client_10015,0.061344043160734024
test_Client_10016,0.061420530801820784
test_Client_10017,0.042723655037483876
test_Client_10018,0.05254934418371885
test_Client_10019,0.06149191756386996
test_Client_1002,0.04268464278328233
test_Client_10020,0.05469680437921112
test_Client_10021,0.06162247374678739
test_Client_10022,0.04328565174054179
test_Client_10023,0.061420530801820784
test_Client_10024,0.042691658103858436
test_Client_10025,0.0611746711636234
test_Client_10026,0.061420530801820784
test_Client_10027,0.061246057925672566
test_Client_10028,0.06141542992278319
test_Client_10029,0.061344043160734024
test_Client_1003,0.04347937985860843
test_Client_10030,0.047053538203107675
test_Client_10031,0.05590433764493284
test_Client_10032,0.04352771158276824
test_Client_10033,0.061785784064988414
test_Client_10034,0.043543464382998366
test_Client_10035,0.05629880957367053
test_Client_10036,0.06174600605049778
test_Client_10037,0.06258321366734315
test_Client_10038,0.04657815124458735
test_Client_10039,0.0557210190375264
test_Client_1004,0.06176902853719619
test_Client_10040,0.04277200915490953
test_Client_10041,0.06600746683715453
test_Client_10042,0.061326349881786126
test_Client_10043,0.055625098873494414
test_Client_10044,0.05601474421808765
test_Client_10045,0.04588386221715478
test_Client_10046,0.0573642800248181
test_Client_10047,0.06688974378730231
test_Client_10048,0.046236234760220284
test_Client_10049,0.06315660624280178
test_Client_1005,0.0532474062940411
test_Client_10050,0.04156320923726925
test_Client_10051,0.06167755900826983
test_Client_10052,0.05388784600595465
test_Client_10053,0.06174402502546162
test_Client_10054,0.05556851439726369
test_Client_10055,0.053940473055407216
test_Client_10056,0.0669806624351978
test_Client_10057,0.044164031333984034
test_Client_10058,0.05401596059929893
test_Client_10059,0.06690857054455752
test_Client_1006,0.06146568491228701
test_Client_10060,0.0669005797211349
test_Client_10061,0.06133002127570753
test_Client_10062,0.061634425995233444
test_Client_10063,0.06159648635807233
test_Client_10064,0.05343978114043672
test_Client_10065,0.051880728124962104
test_Client_10066,0.06166792020041107
test_Client_10067,0.051895341367120706
test_Client_10068,0.06107448552931782
test_Client_10069,0.05268792542055636
test_Client_1007,0.061541129836496795
test_Client_10070,0.06706844542416325
test_Client_10071,0.041773264004102105
test_Client_10072,0.06160191324643616
test_Client_10073,0.0424648588541649
test_Client_10074,0.04333932444246779
test_Client_10075,0.06157148061245604
test_Client_10076,0.061549554319171175
test_Client_10077,0.053310553964561476
test_Client_10078,0.053947797380488285
test_Client_10079,0.06152479441288339
test_Client_1008,0.055449636678775255
test_Client_10080,0.0614663664414615
test_Client_10081,0.06160502240056402
test_Client_10082,0.05334086053967358
test_Client_10083,0.04338810745985465
test_Client_10084,0.0528183994820026
test_Client_10085,0.061339560475428045
test_Client_10086,0.0614897536017518
test_Client_10087,0.043552082865011124
test_Client_10088,0.04352340673608092
test_Client_10089,0.06177988769921181
test_Client_1009,0.06138592063118758
test_Client_10090,0.05591301503233906
test_Client_10091,0.06704313029096781
test_Client_10092,0.05605107002291998
test_Client_10093,0.051949478976973766
test_Client_10094,0.04359531127808822
test_Client_10095,0.06162408342745019
test_Client_10096,0.06157128975695758
test_Client_10097,0.053887849601251585
test_Client_10098,0.043552082865011124
test_Client_10099,0.053947797380488285
test_Client_101,0.06157148061245604
test_Client_1010,0.06154285408254827
test_Client_10100,0.06147844369080816
test_Client_10101,0.05582698106275629
test_Client_10102,0.043702079747955494
test_Client_10103,0.061434181445963756
test_Client_10104,0.06141077709506148
test_Client_10105,0.05386834082926536
test_Client_10106,0.04375270065417633
test_Client_10107,0.04194790915679344
test_Client_10108,0.04315503603186919
test_Client_10109,0.05407691702455883
test_Client_1011,0.06165663673325887
test_Client_10110,0.05205511145457582
test_Client_10111,0.05544714840665644
test_Client_10112,0.061274664754132
test_Client_10113,0.04154871297498183
test_Client_10114,0.055554902558763906
test_Client_10115,0.051982681309451016
test_Client_10116,0.061406709537066874
test_Client_10117,0.061406709537066874
test_Client_10118,0.05415284697713435
test_Client_10119,0.04268909036793029
test_Client_1012,0.053892925001854025
test_Client_10120,0.053116050666626655
test_Client_10121,0.06150991912564111
test_Client_10122,0.05376366132211155
test_Client_10123,0.052849042197368
test_Client_10124,0.05388522815991923
test_Client_10125,0.0547178192876947
test_Client_10126,0.04208600932538407
test_Client_10127,0.05465176086792918
test_Client_10128,0.06103895040845511
test_Client_10129,0.052623856534452625
test_Client_1013,0.05382360910134825
test_Client_10130,0.0427026401290003
test_Client_10131,0.06148987925197472
test_Client_10132,0.06137900491336698
test_Client_10133,0.05381512011035181
test_Client_10134,0.0519390303306885
test_Client_10135,0.06681310332977011
test_Client_10136,0.04190094147146369
test_Client_10137,0.053989437293484446
test_Client_10138,0.0547356744584115
test_Client_10139,0.05392135872510333
test_Client_1014,0.061512959986263195
